id	filename	md5	size	state
489fbcec-6377-4990-a3be-07a25e1e039c	CENTS_p_TCGASNP_212_216_217_N_GenomeWideSNP_6_A07_1039538.grch38.seg.v2.txt	afef1ea38927ee154b09e7869ce24deb	26050	released
eb30e1c6-75f2-4540-8c9a-a81678422d5a	0c00438e-c8d6-4f83-b1b2-539fdfa27668.wxs.muse.raw_somatic_mutation.vcf.gz	1a283e7a1a5b1473d23af65e0c55eb4a	27323	released
a1a690b9-8112-4966-a3d2-c0d6ebfdd9bc	c2afc2cd-dcd1-4c64-bab8-b1f63b493c04.wxs.varscan2.raw_somatic_mutation.vcf.gz	0beb6426d599d39bf75c5014f62e78d9	124743	released
ab971000-2385-4800-b4d2-369fd9a48e1a	195a77b6-bdd3-44de-8451-5f960248729d.wxs.aliquot_ensemble_raw.maf.gz	5b10c25c1b1c25fcba4f315589ae106b	795703	released
a8c65309-62a1-46da-b015-5254427a2726	327a3b67-557d-458a-842e-b06ec93716d4.mirbase21.isoforms.quantification.txt	83ef9ed25963b3da86ad679cb9e1fb75	326691	released
e64d3b60-7fa6-4fab-b413-6dfe3ab427fc	nationwidechildrens.org_auxiliary.TCGA-EA-A50E.xml	6ac08916254fd73fbd9d13fa0f9e8f57	2307	released
17c9504d-19be-474f-88be-b68dbcf7ce40	TCGA-CESC.1f79c120-d49f-4913-a83c-7e493379c5b2.star_fusion.rna_fusion.bedpe	e97aea5ac2da2679e2d4b5cadde4b2b6	444	released
494b21eb-1a92-481f-a13e-c975728d3334	c2afc2cd-dcd1-4c64-bab8-b1f63b493c04.wxs.muse.raw_somatic_mutation.vcf.gz	b2ade0d0fc15a2f1beefedab4cf6e247	79663	released
226586b1-0ec9-431d-8723-879de1cd5b6d	TCGA_CESC.9bc854d6-406d-49f8-a7d2-6171231ba339.wxs.MuTect2.somatic_annotation.vcf.gz	1624b408abdf5e304d9192223bc7a5cd	2791314	released
3fd011de-8f33-4f21-8a0d-5db2d4b4de37	ENDUE_p_TCGA_271_76_79_280_81_N_GenomeWideSNP_6_E09_1346738.nocnv_grch38.seg.v2.txt	c894dd2defa9951de1942d1a48503918	11908	released
c0fcc10f-b26b-4787-83d1-c4d55e489f3c	nationwidechildrens.org_biospecimen.TCGA-JX-A3Q0.xml	fa9afc164be9454c2ef0400e0bd5cb20	61723	released
53c79299-f872-4f95-bed4-1bf37239b4c3	CENTS_p_TCGASNP_212_216_217_N_GenomeWideSNP_6_A07_1039538.nocnv_grch38.seg.v2.txt	850e6b65b48d0e90bb031382ab9a709a	5412	released
112e9ae0-b1a7-401d-8c69-188fdc2b049f	17d8f06e-2ad9-4bc2-8da0-f0a47c1774a0.wxs.MuTect2.aliquot.maf.gz	e27efb2511d5e26ba65f2fd629bbfeae	4644819	released
51db5063-38aa-4c5d-a843-7d90b311958d	nationwidechildrens.org_ssf.TCGA-JX-A3Q0.xml	9e211295b71e83ea9091a5a349745e0d	14979	released
1337dce3-4d82-4fb8-bf6b-bc72e6eb8333	1cd2e1b3-7daa-4c4b-b7a8-1fdd6bc02333.wxs.muse.raw_somatic_mutation.vcf.gz	f74b792af5f21e18b9242dd4778bb8da	36646	released
bd5d87bc-452b-4c20-9bde-05b04e4d5565	be03b8ad-9576-4dec-98bb-1c08cb76921d.rna_seq.genomic.gdc_realn.bam	b331410bf4cf07ef80887ae1efb29cfc	8007221531	released
4155fa52-8628-47e3-91ab-f07954fe3bee	nationwidechildrens.org_clinical.TCGA-EA-A50E.xml	f67248f4a8c15d8dcbc20e7aedbed7f3	56593	released
a38f6507-40a4-4a78-bc58-8f396007ba9e	TCGA-CESC.14b2ff09-d6c6-459d-afe3-24e9774818f8.arriba.rna_fusion.tsv	95dda54099bf12a1ba6c6c35bf5bf7a6	4330	released
00b8e995-1a82-43dd-b30a-f7b44a1c526c	TCGA_CESC.bedbd022-2568-41a0-aa94-922101a68662.wxs.Pindel.somatic_annotation.vcf.gz	de462dd90ce09619fd0a53f86ec0c287	66445	released
5d3825ba-41f8-4c41-b10a-6764b6254e35	bbc15cac-a3bb-4f25-beec-37c43caeeed1_wxs_gdc_realn.bam	444ad7b4472e53075e59a44ee011509d	15537099553	released
dabecfaf-95e3-4ef3-ac8e-c44997a12352	TCGA-CESC.aad8c1d7-3e64-4e66-90e9-0f366dc415f5.star_fusion.rna_fusion.bedpe	3b8b4469e6a75ba682a205f31f682e68	996	released
b8940263-abf3-40db-aaee-1f2cc3a4ad99	02704fb4-bbf0-43b3-ab46-acfd9edabfa8.methylation_array.sesame.level3betas.txt	0b273f691b1a7a10b0c4b254b97f9878	13143369	released
8c9ce3e4-87c1-40a2-8287-25100e60f3b9	f8c312c0-e969-4dc3-8640-afd8aaec69c4.wxs.Pindel.aliquot.maf.gz	6f8aa452945902a22b6e3552b6398b8a	80829	released
a70ac769-3c69-4d8e-96d8-210e0dbec89c	TCGA-C5-A901-01A-01-TS1.27FDA5E0-E09F-4688-A36F-665532E93D58.svs	4eac7762295457055f3550359171d4e7	1038073807	released
27176131-c4f9-4810-9aa9-ba3a037c7bca	TCGA-FU-A5XV-01A-01-TS1.65C1837A-5299-4DF8-B341-3BD1D950D48F.svs	153cf5bab35d2cb2f267af7b633f40eb	276649181	released
52801181-3877-4aed-8401-97a89b5c06e9	bbbe0d43-4b00-4158-8419-aa7d25ae12b7.rna_seq.transcriptome.gdc_realn.bam	414af4bad4df192033afe2be14737b4d	15561320395	released
6128b3bc-ea92-493b-9304-8711d278415b	a4adc487-edf4-4654-a830-cf5f4aa3cedc.wxs.pindel.raw_somatic_mutation.vcf.gz	0f4d55dc99450a8621eb50ac3175d52a	22569	released
9b146cb0-6b96-4b1f-b412-c7c6537fd989	DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_G11_1343758.grch38.seg.v2.txt	9853fdd43f9cff08f1fd1aa281f1c464	21963	released
d5c3bf70-769d-4aa3-b5fe-0f80f444122f	TCGA-FU-A5XV.650F9C07-D8FB-46BD-8565-D03E83F049D6.PDF	0571bb9fd4fa93a1d1fe38f8de3af9b3	468265	released
9c350325-8a5d-41a8-988d-7333ca3bcac9	nationwidechildrens.org_ssf.TCGA-FU-A5XV.xml	e6dbd07a75089b4128106aab5f318218	14997	released
241b4d24-549e-400a-b0c6-dec4661018cb	TCGA_CESC.7e9c2bff-6293-4311-bc77-ab522c0b3a2a.wxs.MuTect2.somatic_annotation.vcf.gz	926c4a3cf8828495f7a815ad5cbf05ef	3166879	released
39b2bc13-1b46-4396-97f6-eea65e7a060b	3bd68b9f-6ea1-4f42-b3bc-8ca74838b53e_wxs_gdc_realn.bam	3cc64445ae4c74d2f5481899cc28e533	13146929738	released
d9de5a7a-b4a1-4fcb-8764-57da7c344f54	TCGA-FU-A5XV-01Z-00-DX1.42E46204-02C8-4BD4-B14C-4A77895EECA5.svs	a41ed16e3a651055ed761ca2bf877785	54871668	released
a0ee48db-445d-4ed6-95de-14281281a946	b8b73cb7-9946-4ef1-a9be-230c2e5121c4.rna_seq.star_splice_junctions.tsv.gz	f0a71dcb51f7d0082c02dd7f563d9796	2456171	released
9fe6241f-c23e-4f8b-98a9-4a0bbbf0a091	797143c1-0e7f-4037-97dd-c48ae2fa9783_noid_Grn.idat	ce5e3c05f7dbf99022b6979700a5bd0b	8095265	released
1dd28085-a0be-42f8-8928-b88321e03c37	nationwidechildrens.org_auxiliary.TCGA-FU-A5XV.xml	9ac43e9f76856350d9d230835f18afa4	2307	released
e59ba0fa-3627-48d5-94b4-13629f73dfb1	b8b73cb7-9946-4ef1-a9be-230c2e5121c4.rna_seq.augmented_star_gene_counts.tsv	354ff91ff47253256752cf0efe57c0ca	4231752	released
be6a3bac-a9d4-48ed-9905-0edf14358f04	TCGA-CESC.9f70c1ce-cc3c-48ea-a0c5-4d0f301a3424.star_fusion.rna_fusion.tsv	29bac7d192353695908dfffdff414c71	6241	released
070807e1-75cb-471b-87a1-1286dbfde69b	TCGA-FU-A5XV-01A-11R-A28L-13_mirna_gdc_realn.bam	7ff26dd7944b007edebcd8ccbf41ac60	257252349	released
a8f7293e-ff57-479a-b50d-7503b5230553	DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_E06_1343876.nocnv_grch38.seg.v2.txt	6ba4c566854a0eb9d864db80c803064a	11780	released
86f579bf-3379-4c59-8c5d-b94e1249195c	TCGA-CESC.9f70c1ce-cc3c-48ea-a0c5-4d0f301a3424.star_fusion.rna_fusion.bedpe	f2fd3f0142c0d0bd723cd5eddcf1ef8d	470	released
076ea84d-c4d6-45d3-940d-44cf77ad80fa	DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_E06_1343876.CEL	651cdbd7b4100d19d9c7b19004c8a7fb	69105305	released
f1603ba1-2f9c-4ab1-b41a-a447e44c1997	2d44f18c-f6b9-49d2-beb1-56de1fab12d7.wxs.pindel.raw_somatic_mutation.vcf.gz	edf60e957451924e38e13b67ca7fd23d	29408	released
61de72a9-4ae7-4879-a38a-61bd6a6bea30	TCGA_CESC.2c78cf8c-6687-4b7e-8132-778bc47331db.wxs.VarScan2.somatic_annotation.vcf.gz	5b1411f4a889015eb824c53eb2a2537f	323880	released
e357bbef-0030-425f-ae43-8499c51b4261	4047adcb-83e4-4aee-a0c2-16985b56c0bd.wxs.MuTect2.aliquot.maf.gz	0e4b35b96b877d15a61491bc61cefb9b	1528196	released
49a864b4-9f54-4430-b19d-83b13519a609	nationwidechildrens.org_clinical.TCGA-C5-A901.xml	f04dc712235371b324e0d5a220292a5d	55561	released
5dd96ca5-27a5-45a7-a600-dbf640435986	nationwidechildrens.org_ssf.TCGA-C5-A901.xml	b34a7ce4ae4f638702dcf413de404162	15222	released
26618753-68b5-4bfa-83af-fbe120f302d8	6fa1837d-25fb-4fd7-bc8b-764ae561d29e.wxs.muse.raw_somatic_mutation.vcf.gz	d18cd34faf3f6408444ee2da5ed5f482	30050	released
442cc9ba-8c7f-400c-a0e2-4e68f57f4492	TCGA_CESC.a8e683a8-c6ee-4d3b-ba06-54cb1ff02a00.wxs.MuSE.somatic_annotation.vcf.gz	620fdfb6b332f40ca7063555b53947e4	208944	released
f157daf1-3277-436e-bd1b-af1b75f9145a	74f3345d-c8fb-44f0-9e59-8853dd821cd8.wxs.aliquot_ensemble_raw.maf.gz	ac4ac8841392f3dcc5ae4eccc01153c9	188842	released
fc147e90-d225-4f86-958b-95cd2b18d44e	bbbe0d43-4b00-4158-8419-aa7d25ae12b7.rna_seq.augmented_star_gene_counts.tsv	887759a01e3c3053911a88342ccc2b78	4233340	released
6d68cbfc-bdc5-4402-8df5-668d57ec560e	8e00f794-d9ca-41a6-9326-27f8b2ece8ba_wxs_gdc_realn.bam	1813d101811c2418a74e7e5cded8afa7	15672034678	released
cf9a4067-f791-46b3-83bd-034add0f29fd	TCGA-C5-A901-01A-11R-A37P-13_mirna_gdc_realn.bam	83f9f756a2d1b8429567fe5f3e23cc02	141841679	released
57a68124-8aca-4547-8793-06ea25034823	60f00cdd-9365-4ca8-a36d-60a858c80971.wxs.varscan2.raw_somatic_mutation.vcf.gz	eaa5d4db0746b17102cb5be595000730	42570	released
e6a87a02-1873-4e7f-b23f-1997a7098f80	SPAED_p_TCGAb_380_381_NSP_GenomeWideSNP_6_F01_1465214.CEL	d550f383bbf87d0d8f64c955844edc08	69133529	released
034a143f-1592-40a4-b56e-f90c8021ccea	74f3345d-c8fb-44f0-9e59-8853dd821cd8.wxs.aliquot_ensemble_masked.maf.gz	fa1cdbb286ad36067168f6b3a8be5187	35611	released
b6bf8dae-157f-4f29-8072-c3c0a61ef4da	nationwidechildrens.org_clinical.TCGA-FU-A5XV.xml	90bd397636ae31dcb4bd8161b3886132	65822	released
ff6f73a4-29c6-43f3-a51d-5aab8d105fb4	ff2b4c55-4c85-4d8a-81e0-302cb4247f18.wxs.MuSE.aliquot.maf.gz	e36936319eb08f673814c7ed2252fca2	152941	released
70d1d855-dc5d-4aa6-afa3-deb2d28d5ce3	c2fdb7a7-7f5a-4bc5-ac7a-c7dd31e5e142.methylation_array.sesame.level3betas.txt	bf132b16a82e03c46b3d8e036ecdc1ef	13086263	released
2a2b3b75-0eae-449f-9fea-033010b66d40	dc31d728-fede-4b6d-bac8-8935a03f41b4.wxs.Pindel.aliquot.maf.gz	3b41d0e0e965728d7413543d9fa5d737	29916	released
53c8af18-46ca-47ed-a376-b80e28e64b52	TCGA_CESC.198a41ab-39ee-4e33-b0c6-5de407b2ecbe.wxs.Pindel.somatic_annotation.vcf.gz	f87678f276cf5eedbfb0322ba2e376c3	121697	released
2feeed19-5abe-4d12-9f2e-f322afe2d839	938c47e8-4710-43d5-943c-bfb939f1d2b6.wxs.VarScan2.aliquot.maf.gz	319ee9a060ce92308502ae7549ca74a8	261872	released
24dfeeb0-15ec-4a97-bc8a-c13500323343	b8b73cb7-9946-4ef1-a9be-230c2e5121c4.rna_seq.chimeric.gdc_realn.bam	b800190dbc70327548b0b8608e4a5a1f	115505420	released
585fa05a-a27f-4410-897b-8d98e04158b4	3ff622d2-def0-411b-9b7a-0a14eb19785c.mirbase21.isoforms.quantification.txt	0d9596642909283b6bc2012b410d9013	315117	released
c0b7bf57-1779-4a84-9b92-ff6cc020f186	TCGA-FU-A3WB.20136CDC-19AA-480A-B19C-B4EE219D8903.PDF	9f5ae07cb74e0c2905b1b4d2e36a3ea6	258664	released
8e7cf042-72a7-4201-8b0c-f05e7b63a72d	DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_E06_1343876.grch38.seg.v2.txt	e41dba3384bbc0db64e23908d04fb336	30934	released
7abc76f1-67d0-4821-ac4e-32a905720107	DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_G11_1343758.CEL	1569c381b787d44e68b4a56b6dc2a008	69082425	released
deb1c410-b945-454d-b62b-1d6d38410bed	TCGA-CESC.5d7a33a9-dd10-4b25-a602-6e66fde578b7.ascat2.allelic_specific.seg.txt	43c50c88018cc076067e88bc60c1b857	6001	released
291567d0-5d83-4689-bd13-af526a552b0b	nationwidechildrens.org_ssf.TCGA-FU-A3WB.xml	24ff9813a092fb5f70c516758451daee	14897	released
7edbfd72-100b-4ec3-822f-c0253444d636	SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_B03_1244686.grch38.seg.v2.txt	b968469afc47eaf56bebbf7b6245c042	32976	released
3db660a7-85f4-4d54-b46e-91017362ebb0	TCGA_CESC.1bd3ba12-6e1a-44a7-a39f-109ae22dac15.wxs.MuSE.somatic_annotation.vcf.gz	0dbe5e4596198031847b5e50560a5b1d	223770	released
a54d61ec-2b4b-47ea-9176-61fa3873fee3	nationwidechildrens.org_biospecimen.TCGA-FU-A3WB.xml	8bf30f650670a031172093b6db4195b9	57597	released
20a62314-750e-4899-b555-925c375cf044	b536daf3-d548-4680-bcda-0cd444e906ee.mirbase21.isoforms.quantification.txt	6eee68b8e511371cf08d22bf7c96a7a2	467087	released
5576fde5-9c18-4f96-9de5-12051aace934	72fb104a-e8dc-4ee0-a425-65ebdac79062.wxs.mutect2.raw_somatic_mutation.vcf.gz	d0c28b76c755c7b2f9c4c1d75069ca5f	284964	released
6d1dd6a2-a627-42a5-9b53-d463f2b41685	4727178f-7e33-49cc-aebe-fd57d4b88e51.wxs.MuSE.aliquot.maf.gz	e027f1dd9ba29f7cb695ab7e6f5c374e	166050	released
e4db7764-1d8e-486c-b586-3132b28c2b6d	TCGA_CESC.b291578c-bd25-44f5-bdaa-a4d46a5c2332.wxs.MuTect2.somatic_annotation.vcf.gz	6b14b02ee8b6945bd886ea32f6336604	1762074	released
f4662be8-b33c-4da4-b85a-a621ab1d4715	nationwidechildrens.org_biospecimen.TCGA-EX-A1H6.xml	64d57cb10450167290c0de230293ac80	57603	released
40dd8daa-0820-4774-b12f-ed54a74dbee9	TCGA-FU-A3WB-01Z-00-DX1.692AD3D1-6605-46CC-A899-48E952C6F80A.svs	1907213fed3ebc48c48c7ff926984eb0	503715986	released
7130ae33-f8a9-4f3c-8b70-a6026c6fbb54	nationwidechildrens.org_clinical.TCGA-FU-A3WB.xml	24a98b52cf2b6102bbe8b737c7d87f51	74414	released
ea40680a-6fae-441b-9365-b84ed1a86cd3	72ac3cfa-31f8-4371-867d-ab897b2b7cb9.rna_seq.transcriptome.gdc_realn.bam	480c7e15034b73217b24cbea88695fe2	16976510468	released
d9f44d69-fc01-45b4-add5-6ffde70d5dbe	TCGA_CESC.977e1bb3-9891-410a-b2ed-46357d87454b.wxs.MuTect2.somatic_annotation.vcf.gz	67515e1312ae6ed201d47b9063e3ad50	1722750	released
af4322c2-9ecb-4dc5-8018-e7b2420a4c7c	6c9ee39d-aa46-487c-852a-fe76df9d1d09.wxs.aliquot_ensemble_masked.maf.gz	5e29532a78d86820b387359b5c2fe3b5	38767	released
15453f9e-092f-4875-a87b-56dcc59d9e89	0d85f584-9235-421b-87c5-53676bf95eb7_noid_Grn.idat	747b6423db5297ac40f575b98a22a04c	8095305	released
d1ef1a79-fd65-4a0e-aea2-347859f48663	ae47f7ed-67d7-484a-86ce-ccb5499eef8f.rna_seq.transcriptome.gdc_realn.bam	1eadd67d9338df50b3d426b269b8743f	20697910553	released
74e2f41f-f9f9-4e60-98ff-a1761ae3ec29	ae4b0f54-ad40-44d8-aaf2-cbca33c94be6.mirbase21.mirnas.quantification.txt	24c44dc220e43323f39bf6ed6bdb8e2b	50412	released
ee7583a1-fa07-4828-8d2e-fac7d389858d	f6bdff3a-e3d2-47c2-b180-22d8738eec8a.wxs.Pindel.aliquot.maf.gz	bbf47aeaa7aa843f027c21c544517241	36962	released
0ac39a77-bf7a-476c-b96e-8d351ce50614	668803aa-e09b-461b-93d0-a6886accd30f.wxs.aliquot_ensemble_masked.maf.gz	e65f0ea9038f2d29bb05aa38058a8e7e	30731	released
cfcfbd40-018e-4f08-8daf-2206b0571434	TCGA-FU-A3WB-01A-01-TS1.EABBC536-5D30-477C-B56D-8120CCEA5FAF.svs	36c69a1a0c8ab7f3ab79f030dcdb25d9	41398284	released
6f1d300e-0a7f-4db7-a970-4d4e9541a84a	SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_B05_1244616.grch38.seg.v2.txt	33486e70a161bfad0af8bdceaab5da62	20757	released
8c3b0de3-1c1a-49f7-947a-29d4f914d2fa	d562591d-4b30-4e6e-9818-0bd43ea2f35d.wxs.mutect2.raw_somatic_mutation.vcf.gz	603c50f8d25fca6acc953ec7101a54a1	289360	released
a1bdc1d0-3dd7-4374-b2ca-900451db4a5a	TCGA_CESC.71e1a80c-7105-4d36-9511-f0cdcbc04bb5.wxs.Pindel.somatic_annotation.vcf.gz	962f04f7367552c8ef279e9f56ec805d	37068	released
